sbj,distractor,block,accurate,rt,first,AQ,SAS
101,1,1,1,3.2907,0,31,36
101,1,2,1,7.2668,0,31,36
101,1,3,1,2.2351,0,31,36
101,1,1,1,5.2686,0,31,36
101,1,2,1,3.1456,0,31,36
101,1,3,1,2.1096,0,31,36
101,0,1,1,7.7037,0,31,36
101,0,2,1,2.5036,0,31,36
101,0,3,1,1.8227,0,31,36
101,0,1,1,3.0997,0,31,36
101,0,2,1,2.3122,0,31,36
101,0,3,1,2.1298,0,31,36
101,0,1,1,4.5087,0,31,36
101,0,2,1,3.5325,0,31,36
101,0,3,1,1.7167,0,31,36
101,1,1,1,5.2062,0,31,36
101,1,2,1,2.7792,0,31,36
101,1,3,1,2.8226,0,31,36
101,1,1,1,17.861,1,31,36
101,1,2,1,3.4276,1,31,36
101,1,3,1,2.1063,0,31,36
101,0,1,1,10.266,0,31,36
101,0,2,1,1.9695,0,31,36
101,0,3,1,2.9521,0,31,36
101,1,1,1,2.4836,0,31,36
101,1,2,1,5.2894,0,31,36
101,1,3,1,2.0815,0,31,36
101,1,1,1,3.6293,0,31,36
101,1,2,1,1.9217,0,31,36
101,1,3,1,3.3313,0,31,36
101,1,2,1,4.6411,0,31,36
101,1,3,1,5.5208,0,31,36
101,0,1,1,2.2778,0,31,36
101,0,2,1,2.1508,1,31,36
101,0,3,1,2.0316,0,31,36
102,1,1,1,4.3184,0,18,53
102,1,2,1,3.6082,0,18,53
102,1,3,1,2.2885,0,18,53
102,0,1,1,4.0476,0,18,53
102,0,2,1,3.4243,0,18,53
102,0,3,1,4.7381,0,18,53
102,0,1,1,15.332,0,18,53
102,0,2,1,2.6095,1,18,53
102,0,3,1,2.3801,0,18,53
102,0,1,1,8.1485,0,18,53
102,0,2,1,2.9174,0,18,53
102,0,3,1,11.573,1,18,53
102,0,1,1,3.2758,0,18,53
102,0,2,1,1.5128,0,18,53
102,0,3,1,1.2593,0,18,53
102,0,1,1,2.0888,0,18,53
102,0,2,1,2.0243,0,18,53
102,0,3,1,2.1681,0,18,53
102,0,1,1,2.6243,0,18,53
102,0,2,1,13.915,0,18,53
102,0,3,1,6.3075,0,18,53
102,0,1,1,3.4953,0,18,53
102,0,2,1,2.7688,1,18,53
102,0,3,1,1.369,0,18,53
102,0,1,1,5.3534,0,18,53
102,0,2,1,2.1338,0,18,53
102,0,3,1,2.1375,0,18,53
102,0,1,1,3.2973,0,18,53
102,0,2,1,2.2645,0,18,53
102,0,3,1,2.3665,1,18,53
102,1,1,1,2.5414,0,18,53
102,1,2,1,3.1305,0,18,53
102,1,3,1,1.6444,0,18,53
102,0,1,1,3.1195,0,18,53
102,0,2,1,1.7413,0,18,53
102,0,3,1,1.9415,0,18,53
102,0,1,1,3.0225,0,18,53
102,0,2,1,1.7465,0,18,53
102,0,3,1,1.5675,0,18,53
102,1,1,1,2.9183,0,18,53
102,1,2,1,2.157,0,18,53
102,1,3,1,1.4555,0,18,53
102,1,1,1,3.4744,0,18,53
102,1,2,1,2.8282,0,18,53
102,1,3,1,2.0462,0,18,53
102,1,1,1,3.3669,0,18,53
102,1,2,1,1.7823,0,18,53
102,1,3,1,2.3564,0,18,53
102,0,1,1,3.6216,0,18,53
102,0,2,1,2.3854,0,18,53
102,0,3,1,1.5989,1,18,53
102,1,1,1,2.6556,0,18,53
102,1,2,1,1.4454,0,18,53
102,1,3,1,1.9587,0,18,53
102,0,1,1,11.809,1,18,53
102,0,2,1,1.9725,1,18,53
102,0,3,1,3.1329,0,18,53
102,0,1,1,2.0174,1,18,53
102,0,2,1,2.2696,1,18,53
102,0,3,1,1.7765,1,18,53
102,0,1,1,1.8603,0,18,53
102,0,2,1,1.7553,0,18,53
102,0,3,1,1.956,0,18,53
102,0,1,1,6.235,0,18,53
102,0,2,1,2.1335,0,18,53
102,0,3,1,1.8824,1,18,53
102,0,1,1,8.6345,0,18,53
102,0,2,1,2.1476,0,18,53
102,0,3,1,1.8691,0,18,53
102,0,1,1,7.4786,0,18,53
102,0,2,1,2.5507,0,18,53
102,0,3,1,2.1863,0,18,53
102,1,1,1,3.4342,0,18,53
102,1,2,1,1.9276,0,18,53
102,1,3,1,1.5427,0,18,53
102,0,1,1,3.9004,1,18,53
102,0,2,1,2.392,1,18,53
102,0,3,1,2.4364,1,18,53
102,0,1,1,2.745,0,18,53
102,0,2,1,4.3602,0,18,53
102,0,3,1,1.8604,0,18,53
102,1,1,1,3.0135,0,18,53
102,1,2,1,1.8972,0,18,53
102,1,3,1,2.0102,0,18,53
102,1,1,1,2.5832,0,18,53
102,1,2,1,1.9215,0,18,53
102,1,3,1,1.5674,0,18,53
102,1,1,1,2.4962,0,18,53
102,1,2,1,1.9584,0,18,53
102,1,3,1,1.4705,0,18,53
102,1,1,1,2.9663,0,18,53
102,1,2,1,1.8171,0,18,53
102,1,3,1,2.2655,0,18,53
102,1,1,1,12.477,1,18,53
102,1,2,1,1.9292,0,18,53
102,1,3,1,2.7955,0,18,53
102,1,1,1,2.7654,0,18,53
102,1,2,1,1.8563,0,18,53
102,1,3,1,1.8806,0,18,53
102,1,1,1,3.0925,0,18,53
102,1,2,1,4.0236,0,18,53
102,1,3,1,4.0062,1,18,53
102,0,1,1,4.4295,0,18,53
102,0,2,1,2.4682,0,18,53
102,0,1,1,2.946,0,18,53
102,0,2,1,2.1897,0,18,53
102,0,3,1,4.0035,1,18,53
102,1,1,1,2.877,0,18,53
102,1,2,1,1.4476,0,18,53
102,1,3,1,1.8155,0,18,53
102,0,1,1,2.8991,0,18,53
102,0,2,1,2.4862,0,18,53
102,0,3,1,2.2943,1,18,53
102,0,1,1,3.6554,1,18,53
102,0,2,1,2.4548,1,18,53
102,0,3,1,2.0947,1,18,53
102,0,1,1,3.3794,0,18,53
102,0,2,1,1.7586,0,18,53
102,0,3,1,2.1975,0,18,53
102,1,1,1,2.9405,0,18,53
102,1,2,1,2.4196,1,18,53
102,1,3,1,2.8626,0,18,53
102,0,1,1,2.8035,0,18,53
102,0,2,1,1.8699,0,18,53
102,0,3,1,3.3144,0,18,53
102,1,1,1,1.8634,0,18,53
102,1,2,1,1.5094,0,18,53
102,1,3,1,1.7434,1,18,53
102,0,1,1,2.5415,0,18,53
102,0,2,1,7.7026,0,18,53
102,0,3,1,2.0502,0,18,53
102,0,1,1,1.8045,1,18,53
102,0,2,1,1.5414,1,18,53
102,0,3,1,1.8426,0,18,53
102,1,1,1,4.8461,1,18,53
102,1,2,1,3.8994,0,18,53
102,1,3,1,2.9632,1,18,53
102,1,1,1,14.187,1,18,53
102,1,2,1,3.7342,0,18,53
102,1,3,1,1.7174,0,18,53
102,0,1,1,1.7765,NaN,18,53
102,0,2,1,1.8301,0,18,53
102,0,3,1,1.5385,0,18,53
102,0,1,1,2.4603,0,18,53
102,0,2,1,3.702,0,18,53
102,0,3,1,2.4215,0,18,53
102,1,1,1,2.2744,0,18,53
102,1,2,1,1.8546,1,18,53
102,1,3,1,2.2764,0,18,53
102,1,1,1,3.9094,0,18,53
102,1,2,1,3.0565,0,18,53
102,1,3,1,2.3434,0,18,53
102,0,1,1,2.6345,0,18,53
102,0,2,1,2.2726,1,18,53
102,0,3,1,1.4684,0,18,53
102,1,1,1,2.3385,1,18,53
102,1,2,1,2.0914,0,18,53
102,1,3,1,3.0383,0,18,53
102,1,1,1,2.1795,0,18,53
102,1,2,1,2.0799,0,18,53
102,1,3,1,3.0033,0,18,53
102,1,1,1,3.0253,0,18,53
102,1,2,1,2.0357,1,18,53
102,1,3,1,2.1823,0,18,53
102,1,1,1,5.3548,0,18,53
102,1,2,1,1.9712,0,18,53
102,1,3,1,8.1198,0,18,53
102,1,1,1,3.2985,1,18,53
102,1,2,1,3.2631,0,18,53
102,1,3,1,3.1173,0,18,53
102,0,1,1,1.7115,0,18,53
102,0,2,1,1.8015,0,18,53
102,0,3,1,2.3758,0,18,53
102,1,1,1,6.0675,0,18,53
102,1,2,1,5.4024,0,18,53
102,1,3,1,2.2823,0,18,53
102,0,1,1,2.659,1,18,53
102,0,2,1,2.2873,0,18,53
102,0,3,1,1.4839,0,18,53
102,0,1,1,4.4804,0,18,53
102,0,2,1,1.6505,0,18,53
102,0,3,1,1.3032,0,18,53
102,1,1,1,2.6121,0,18,53
102,1,2,1,1.6176,0,18,53
102,1,3,1,1.9455,0,18,53
102,1,1,1,3.3114,1,18,53
102,1,2,1,2.6161,0,18,53
102,1,3,1,2.0163,0,18,53
102,1,1,1,3.5817,0,18,53
102,1,2,1,1.8615,0,18,53
102,1,3,1,2.2354,0,18,53
102,1,1,1,3.8172,0,18,53
102,1,2,1,1.9075,0,18,53
102,1,3,1,5.2108,0,18,53
102,0,1,1,3.6136,1,18,53
102,0,2,1,2.2495,1,18,53
102,0,3,1,2.3435,1,18,53
102,1,1,1,2.5614,0,18,53
102,1,2,1,3.1255,0,18,53
102,1,3,1,5.1272,1,18,53
102,1,1,1,2.7752,1,18,53
102,1,2,1,1.6236,0,18,53
102,1,3,1,1.7932,0,18,53
102,1,1,1,1.9426,1,18,53
102,1,2,1,1.4558,0,18,53
102,1,3,1,1.4554,0,18,53
102,1,1,1,6.9671,0,18,53
102,1,2,1,4.6379,0,18,53
102,1,3,1,2.2208,0,18,53
102,0,1,1,6.3944,0,18,53
102,0,2,1,2.6846,0,18,53
102,0,3,1,2.2974,0,18,53
102,0,1,1,2.0974,0,18,53
102,0,2,1,3.4543,0,18,53
102,0,3,1,2.8572,0,18,53
102,0,1,1,3.1004,0,18,53
102,0,2,1,4.5195,0,18,53
102,0,3,1,3.259,0,18,53
102,1,1,1,3.0544,0,18,53
102,1,2,1,2.2105,0,18,53
102,1,3,1,2.1384,0,18,53
102,1,1,1,2.0165,0,18,53
102,1,2,1,2.7585,0,18,53
102,1,3,1,1.8135,0,18,53
102,0,1,1,1.7922,0,18,53
102,0,2,1,2.6343,1,18,53
102,0,3,1,2.1965,0,18,53
102,1,1,1,4.2851,0,18,53
102,1,2,1,2.1841,0,18,53
102,1,3,1,1.5585,0,18,53
102,1,1,1,3.4563,0,18,53
102,1,2,1,2.5784,0,18,53
102,1,3,1,1.6142,0,18,53
102,1,1,1,5.4795,0,18,53
102,1,2,1,12.489,0,18,53
102,1,3,1,4.6552,0,18,53
102,0,1,1,3.2979,0,18,53
102,0,2,1,3.0723,0,18,53
102,0,3,1,1.822,0,18,53
103,1,1,1,14.46,0,22,50
103,1,2,1,3.4255,0,22,50
103,1,3,1,2.4313,1,22,50
103,0,1,1,3.0543,0,22,50
103,0,2,1,3.5219,0,22,50
103,0,3,1,2.2544,0,22,50
103,0,1,1,11.669,0,22,50
103,0,2,1,2.1772,0,22,50
103,0,3,1,1.9749,0,22,50
103,0,1,1,6.2681,0,22,50
103,0,2,1,4.0393,0,22,50
103,0,3,1,3.5342,0,22,50
103,0,1,1,3.4435,0,22,50
103,0,2,1,3.112,0,22,50
103,0,3,1,2.229,0,22,50
103,0,1,1,12.356,0,22,50
103,0,2,1,10.404,0,22,50
103,0,3,1,1.7632,0,22,50
103,0,1,1,6.4941,0,22,50
103,0,2,1,5.9632,0,22,50
103,0,3,1,2.7409,0,22,50
103,0,1,1,2.7501,0,22,50
103,0,2,1,2.4552,0,22,50
103,0,3,1,2.116,0,22,50
103,0,1,1,9.6291,0,22,50
103,0,2,1,2.4973,0,22,50
103,0,3,1,2.9602,0,22,50
103,0,1,1,4.5533,1,22,50
103,0,2,1,12.993,0,22,50
103,1,1,1,16.221,0,22,50
103,1,2,1,2.4602,0,22,50
103,1,3,1,2.0871,0,22,50
103,0,1,1,5.1253,0,22,50
103,0,2,1,5.0372,0,22,50
103,0,3,1,2.0253,0,22,50
103,0,1,1,6.6922,0,22,50
103,0,2,1,3.2612,0,22,50
103,0,3,1,4.3141,0,22,50
103,1,1,1,8.4532,0,22,50
103,1,2,1,5.4598,0,22,50
103,1,3,1,2.5407,0,22,50
103,1,1,1,8.7792,1,22,50
103,1,2,1,2.2753,1,22,50
103,1,3,1,2.7894,1,22,50
103,1,1,1,3.1901,0,22,50
103,1,2,1,3.5582,0,22,50
103,1,3,1,2.4414,0,22,50
103,0,1,1,6.4112,0,22,50
103,0,2,1,5.2802,0,22,50
103,0,3,1,3.1893,0,22,50
103,1,1,1,3.8193,0,22,50
103,1,2,1,3.6473,0,22,50
103,1,3,1,2.3409,0,22,50
103,0,1,1,12.679,0,22,50
103,0,2,1,6.1183,0,22,50
103,0,3,1,2.4551,0,22,50
103,0,1,1,4.7283,0,22,50
103,0,2,1,13.75,0,22,50
103,0,3,1,2.5929,0,22,50
103,0,1,1,3.0902,0,22,50
103,0,2,1,2.3872,0,22,50
103,0,3,1,2.5512,1,22,50
103,0,1,1,3.5373,0,22,50
103,0,2,1,2.7412,0,22,50
103,0,3,1,2.4584,0,22,50
103,0,1,1,3.5321,0,22,50
103,0,2,1,2.5278,0,22,50
103,0,3,1,2.7463,0,22,50
103,1,1,1,4.3581,0,22,50
103,1,2,1,5.4582,0,22,50
103,1,3,1,2.5819,0,22,50
103,0,2,1,15.593,0,22,50
103,0,3,1,4.3491,0,22,50
103,0,1,1,7.8052,0,22,50
103,0,2,1,7.0873,0,22,50
103,0,3,1,2.6962,0,22,50
103,1,1,1,5.2411,0,22,50
103,1,2,1,2.1546,0,22,50
103,1,3,1,2.1995,0,22,50
103,1,1,1,2.8436,0,22,50
103,1,2,1,3.227,0,22,50
103,1,3,1,1.965,0,22,50
103,1,1,1,3.0123,1,22,50
103,1,2,1,1.8757,1,22,50
103,1,3,1,2.1804,1,22,50
103,1,1,1,3.8433,0,22,50
103,1,2,1,3.1699,0,22,50
103,1,3,1,2.5913,0,22,50
103,1,1,1,6.7951,0,22,50
103,1,2,1,4.9392,0,22,50
103,1,3,1,2.2611,0,22,50
103,1,1,1,3.8622,0,22,50
103,1,2,1,3.8133,0,22,50
103,1,3,1,2.7784,1,22,50
103,1,2,1,2.0961,1,22,50
103,1,3,1,1.8417,1,22,50
103,0,1,1,10.157,0,22,50
103,0,2,1,11.006,0,22,50
103,0,3,1,7.3437,0,22,50
103,0,1,1,9.8117,0,22,50
103,0,2,1,6.3563,0,22,50
103,0,3,1,9.0688,0,22,50
103,1,1,1,3.4821,0,22,50
103,1,2,1,2.9502,0,22,50
103,1,3,1,2.5171,0,22,50
103,0,1,1,3.0718,0,22,50
103,0,2,1,10.386,0,22,50
103,0,3,1,3.6853,0,22,50
103,0,1,1,6.9443,0,22,50
103,0,2,1,5.9382,0,22,50
103,0,3,1,4.4926,0,22,50
103,0,1,1,5.3059,1,22,50
103,0,2,1,3.553,0,22,50
103,0,3,1,2.5206,0,22,50
103,1,1,1,9.742,1,22,50
103,1,2,1,13.816,1,22,50
103,0,1,1,7.0801,0,22,50
103,0,2,1,13.643,0,22,50
103,0,3,1,7.1762,0,22,50
103,1,1,1,2.9092,1,22,50
103,1,2,1,1.9883,1,22,50
103,1,3,1,2.6771,1,22,50
103,0,1,1,7.8842,0,22,50
103,0,2,1,13.402,0,22,50
103,0,3,1,7.1307,0,22,50
103,0,1,1,9.9631,0,22,50
103,0,2,1,5.9231,0,22,50
103,1,1,1,19.164,1,22,50
103,1,2,1,7.606,0,22,50
103,1,3,1,12.014,1,22,50
103,1,1,1,4.5811,0,22,50
103,1,2,1,4.1413,0,22,50
103,1,3,1,2.6775,0,22,50
103,0,1,1,8.1213,0,22,50
103,0,2,1,2.8143,0,22,50
103,0,3,1,4.5955,0,22,50
103,0,1,1,4.5312,0,22,50
103,0,2,1,4.2072,0,22,50
103,0,3,1,4.5142,0,22,50
103,1,3,1,8.8031,0,22,50
103,1,1,1,2.574,1,22,50
103,1,2,1,3.6782,0,22,50
103,1,3,1,3.231,1,22,50
103,0,1,1,11.149,0,22,50
103,0,2,1,10.143,0,22,50
103,1,1,1,16.923,1,22,50
103,1,2,1,12.554,0,22,50
103,1,3,1,3.2481,1,22,50
103,1,1,1,20.543,0,22,50
103,1,2,1,3.3303,0,22,50
103,1,3,1,6.1211,0,22,50
103,1,1,1,4.0789,0,22,50
103,1,2,1,15.223,0,22,50
103,1,3,1,2.6093,0,22,50
103,1,1,1,11.038,0,22,50
103,1,2,1,3.2841,0,22,50
103,1,3,1,2.0042,0,22,50
103,1,1,1,9.2861,0,22,50
103,1,2,1,5.8682,0,22,50
103,1,3,1,2.4962,0,22,50
103,0,1,1,4.2411,0,22,50
103,0,2,1,2.7494,0,22,50
103,0,3,1,2.1319,0,22,50
103,1,1,1,13.93,0,22,50
103,0,1,1,6.15,0,22,50
103,0,1,1,3.1917,0,22,50
103,0,2,1,1.887,0,22,50
103,0,3,1,1.9733,1,22,50
103,1,1,1,3.3777,1,22,50
103,1,2,1,3.057,0,22,50
103,1,3,1,2.0164,1,22,50
103,1,3,1,7.6116,0,22,50
103,1,1,1,7.8791,0,22,50
103,1,2,1,2.1662,0,22,50
103,1,3,1,2.5379,0,22,50
103,1,1,1,12.06,0,22,50
103,1,2,1,3.0571,0,22,50
103,1,3,1,7.2996,0,22,50
103,0,1,1,4.1171,0,22,50
103,0,2,1,2.5602,0,22,50
103,0,3,1,3.1203,0,22,50
103,1,1,1,4.2213,0,22,50
103,1,2,1,2.4852,0,22,50
103,1,3,1,3.0702,0,22,50
103,1,1,1,6.6269,0,22,50
103,1,2,1,2.6692,0,22,50
103,1,3,1,2.1501,0,22,50
103,1,1,1,8.7402,0,22,50
103,1,2,1,3.1194,0,22,50
103,1,3,1,2.0158,0,22,50
103,0,1,1,9.3912,0,22,50
103,0,2,1,3.2234,0,22,50
103,0,3,1,2.1542,0,22,50
103,0,1,1,13.194,0,22,50
103,0,2,1,5.0832,0,22,50
103,0,3,1,2.4271,0,22,50
103,0,1,1,3.1483,0,22,50
103,0,2,1,2.4374,0,22,50
103,0,3,1,2.1642,0,22,50
103,1,1,1,6.4459,1,22,50
103,1,2,1,2.5621,0,22,50
103,1,3,1,2.8103,0,22,50
103,0,1,1,2.7883,0,22,50
103,0,2,1,2.0361,0,22,50
103,0,3,1,2.3492,0,22,50
103,1,1,1,7.2742000000000004,0,22,50
103,1,2,1,7.5513,0,22,50
103,1,3,1,6.7191,0,22,50
103,1,1,1,3.472,0,22,50
103,1,2,1,2.0237,0,22,50
103,1,3,1,1.9105,0,22,50
103,1,1,1,10.989,1,22,50
103,1,2,1,9.6842,0,22,50
103,1,3,1,5.3632,0,22,50
103,0,1,1,2.9232,0,22,50
103,0,2,1,2.8221,0,22,50
103,0,3,1,1.9731,0,22,50
104,1,1,1,8.7437,1,12,21
104,1,2,1,5.5676,1,12,21
104,1,3,1,2.5856,1,12,21
104,0,1,1,3.1907,0,12,21
104,0,2,1,5.5074,0,12,21
104,0,3,1,2.6888,0,12,21
104,0,1,1,6.775,0,12,21
104,0,2,1,12.74,0,12,21
104,0,3,1,5.2617,0,12,21
104,0,1,1,13.438,0,12,21
104,0,2,1,4.6277,0,12,21
104,0,1,1,5.6797,0,12,21
104,0,2,1,8.1856,0,12,21
104,0,3,1,4.3657,1,12,21
104,0,1,1,4.1056,0,12,21
104,0,2,1,4.5277,0,12,21
104,0,3,1,2.0464,0,12,21
104,0,1,1,3.1752,0,12,21
104,0,2,1,3.1366,0,12,21
104,0,3,1,1.7536,0,12,21
104,0,1,1,4.0732,0,12,21
104,0,2,1,3.0578,0,12,21
104,0,3,1,1.7206,0,12,21
104,0,1,1,6.4506,1,12,21
104,0,2,1,1.7808,0,12,21
104,0,3,1,1.8159,NaN,12,21
104,1,1,1,5.1546,1,12,21
104,1,2,1,6.2203,0,12,21
104,1,3,1,2.6867,1,12,21
104,0,1,1,3.4047,0,12,21
104,0,2,1,6.1028,0,12,21
104,0,3,1,1.3276,NaN,12,21
104,0,1,1,2.9676,0,12,21
104,0,2,1,3.4436,0,12,21
104,0,3,1,2.1738,0,12,21
104,1,1,1,3.4823,1,12,21
104,1,2,1,2.5096,1,12,21
104,1,3,1,4.9676,0,12,21
104,1,1,1,4.6675,1,12,21
104,1,2,1,2.8781,1,12,21
104,1,3,1,1.9691,0,12,21
104,1,1,1,3.7025,0,12,21
104,1,2,1,6.1553,0,12,21
104,1,3,1,2.6411,0,12,21
104,0,1,1,3.1037,0,12,21
104,0,2,1,2.6427,0,12,21
104,0,3,1,3.5774,1,12,21
104,1,1,1,4.7856,0,12,21
104,1,2,1,2.2933,0,12,21
104,1,3,1,2.5225,0,12,21
104,0,1,1,4.7365,1,12,21
104,0,2,1,3.9487,1,12,21
104,0,3,1,2.0707,0,12,21
104,0,1,1,3.5071,0,12,21
104,0,2,1,4.3515,0,12,21
104,0,3,1,2.0864,1,12,21
104,0,1,1,4.1403,1,12,21
104,0,2,1,3.6502,1,12,21
104,0,3,1,5.0457,1,12,21
104,0,1,1,16.788,0,12,21
104,0,2,1,2.4066,0,12,21
104,0,3,1,3.0176,0,12,21
104,0,1,1,3.2126,1,12,21
104,0,2,1,3.1287,1,12,21
104,0,3,1,3.4241,1,12,21
104,0,1,1,9.0961,0,12,21
104,0,2,1,2.3593,0,12,21
104,0,3,1,2.8273,NaN,12,21
104,1,1,1,3.2665,0,12,21
104,1,2,1,3.0496,1,12,21
104,1,3,1,3.2828,0,12,21
104,0,1,1,4.4218,0,12,21
104,0,2,1,5.1565,0,12,21
104,0,3,1,4.0767,0,12,21
104,0,1,1,4.6104,0,12,21
104,0,2,1,5.1526,0,12,21
104,0,3,1,2.4096,NaN,12,21
104,1,1,1,3.4527,0,12,21
104,1,2,1,3.2347,0,12,21
104,1,3,1,2.6566,0,12,21
104,1,1,1,4.3517,1,12,21
104,1,2,1,4.4774,0,12,21
104,1,3,1,2.6156,1,12,21
104,1,1,1,2.3617,1,12,21
104,1,2,1,2.5063,1,12,21
104,1,3,1,1.7476,NaN,12,21
104,1,1,1,3.0153,0,12,21
104,1,2,1,3.2004,0,12,21
104,1,3,1,2.9552,0,12,21
104,1,2,1,14.279,1,12,21
104,1,3,1,1.6355,NaN,12,21
104,1,1,1,3.7247,0,12,21
104,1,2,1,4.3326,0,12,21
104,1,3,1,2.6897,0,12,21
104,1,1,1,8.9826,1,12,21
104,1,2,1,3.4186,1,12,21
104,1,3,1,1.8829,0,12,21
104,0,1,1,4.3273,1,12,21
104,0,2,1,4.4336,0,12,21
104,0,3,1,4.3761,1,12,21
104,0,1,1,3.8667,0,12,21
104,0,2,1,3.9853,0,12,21
104,0,3,1,3.3062,1,12,21
104,1,1,1,4.9509,0,12,21
104,1,2,1,4.0287,0,12,21
104,1,3,1,3.4118,0,12,21
104,0,1,1,11.305,0,12,21
104,0,2,1,4.2355,1,12,21
104,0,3,1,2.9816,0,12,21
104,0,1,1,4.9666,1,12,21
104,0,2,1,3.4787,1,12,21
104,0,3,1,2.4086,0,12,21
104,0,1,1,3.7166,1,12,21
104,0,2,1,3.3713,0,12,21
104,0,3,1,1.2708,0,12,21
104,1,1,1,10.066,1,12,21
104,1,2,1,7.1578,1,12,21
104,1,3,1,3.1137,1,12,21
104,0,1,1,7.2205,1,12,21
104,0,2,1,3.2637,1,12,21
104,0,3,1,3.0966,0,12,21
104,1,1,1,5.6865,1,12,21
104,1,2,1,4.3717,1,12,21
104,1,3,1,2.4636,1,12,21
104,0,1,1,7.2718,0,12,21
104,0,2,1,2.8436,0,12,21
104,0,3,1,2.2147,0,12,21
104,0,1,1,4.2769,0,12,21
104,0,2,1,2.6556,0,12,21
104,0,3,1,1.7927,0,12,21
104,1,1,1,3.7749,1,12,21
104,1,2,1,2.8866,0,12,21
104,1,3,1,1.6935,NaN,12,21
104,1,1,1,19.633,1,12,21
104,1,2,1,3.8766,0,12,21
104,1,3,1,13.79,0,12,21
104,0,1,1,4.3207,0,12,21
104,0,2,1,2.7977,0,12,21
104,0,3,1,4.1561,0,12,21
104,0,1,1,4.2285,0,12,21
104,0,2,1,4.3547,0,12,21
104,0,3,1,2.5406,0,12,21
104,1,1,1,3.087,0,12,21
104,1,2,1,2.7068,0,12,21
104,1,3,1,3.1067,0,12,21
104,1,1,1,5.0956,1,12,21
104,1,2,1,4.5337,1,12,21
104,1,3,1,1.9776,0,12,21
104,0,1,1,4.7353,0,12,21
104,0,2,1,3.7586,0,12,21
104,0,3,1,1.8077,0,12,21
104,1,1,1,5.3104,1,12,21
104,1,2,1,6.054,1,12,21
104,1,3,1,2.4576,1,12,21
104,1,1,1,3.8306,0,12,21
104,1,2,1,4.5184,0,12,21
104,1,3,1,2.4744,NaN,12,21
104,1,1,1,5.4606,1,12,21
104,1,2,1,1.9787,1,12,21
104,1,3,1,4.3353,1,12,21
104,1,1,1,3.6539,0,12,21
104,1,2,1,4.1346,0,12,21
104,1,3,1,1.8996,0,12,21
104,1,1,1,3.7036,1,12,21
104,1,2,1,4.7224,0,12,21
104,1,3,1,3.6572,NaN,12,21
104,0,2,1,9.3875,0,12,21
104,0,3,1,3.0617,0,12,21
104,1,2,1,4.9615,0,12,21
104,1,3,1,6.6738,0,12,21
104,0,2,1,9.9966,0,12,21
104,0,3,1,1.5756,0,12,21
104,0,1,1,3.3825,0,12,21
104,0,2,1,3.2675,0,12,21
104,0,3,1,2.1917,0,12,21
104,1,1,1,6.1387,1,12,21
104,1,2,1,7.4668,1,12,21
104,1,3,1,3.5237,1,12,21
104,1,1,1,6.1545,0,12,21
104,1,2,1,4.8713,0,12,21
104,1,3,1,3.5987,0,12,21
104,1,1,1,6.4036,0,12,21
104,1,2,1,7.5666,1,12,21
104,1,3,1,1.6007,NaN,12,21
104,1,1,1,3.2747,1,12,21
104,1,2,1,2.4466,0,12,21
104,1,3,1,2.4984,1,12,21
104,0,1,1,2.9437,0,12,21
104,0,2,1,2.5026,1,12,21
104,0,3,1,2.0497,0,12,21
104,1,1,1,6.1256,0,12,21
104,1,2,1,3.2486,0,12,21
104,1,3,1,4.6684,0,12,21
104,1,1,1,2.6666,0,12,21
104,1,2,1,2.4748,0,12,21
104,1,3,1,2.5487,0,12,21
104,1,1,1,4.6485,0,12,21
104,1,2,1,3.2858,0,12,21
104,1,3,1,2.7617,0,12,21
104,1,1,1,6.9735,0,12,21
104,1,2,1,3.5756,1,12,21
104,1,3,1,1.7487,1,12,21
104,0,1,1,3.5289,0,12,21
104,0,2,1,6.6636,0,12,21
104,0,3,1,1.9758,0,12,21
104,0,1,1,5.6903,0,12,21
104,0,2,1,6.954,0,12,21
104,0,3,1,2.6847,0,12,21
104,0,1,1,7.9655,0,12,21
104,0,2,1,6.5947,0,12,21
104,0,3,1,2.0683,0,12,21
104,1,1,1,2.4708,0,12,21
104,1,2,1,4.6802,0,12,21
104,1,3,1,1.8955,NaN,12,21
104,1,1,1,4.2396,0,12,21
104,1,2,1,5.0578,1,12,21
104,1,3,1,2.1779,NaN,12,21
104,0,1,1,6.2297,0,12,21
104,0,2,1,4.0974,0,12,21
104,0,3,1,2.1292,0,12,21
104,1,1,1,3.7456,0,12,21
104,1,2,1,4.4856,0,12,21
104,1,3,1,1.4486,0,12,21
104,1,1,1,3.8437,0,12,21
104,1,2,1,5.1553,0,12,21
104,1,3,1,3.8667,0,12,21
104,1,1,1,6.7437,0,12,21
104,1,2,1,6.9397,0,12,21
104,1,3,1,3.5046,0,12,21
104,0,1,1,3.0073,0,12,21
104,0,2,1,5.8055,0,12,21
104,0,3,1,2.2547,0,12,21
107,0,1,1,6.4494,0,14,52
107,0,2,1,2.3595,0,14,52
107,0,3,1,2.6358,NaN,14,52
107,1,1,1,6.2446,1,14,52
107,1,2,1,16.502,1,14,52
107,1,3,1,10.776,1,14,52
107,1,1,1,5.3892,0,14,52
107,1,2,1,12.741,0,14,52
107,1,3,1,3.6843,0,14,52
107,1,1,1,4.848,0,14,52
107,1,2,1,14.301,0,14,52
107,1,3,1,4.8291,NaN,14,52
107,1,1,1,11.013,NaN,14,52
107,1,2,1,2.4202,0,14,52
